zone_id,id,landuse,name
1006878353,1006878353,residential,nan
1006878354,1006878354,residential,nan
1006878355,1006878355,commercial,nan
1006878357,1006878357,commercial,nan
1006878358,1006878358,residential,nan
1006878361,1006878361,residential,nan
1006878362,1006878362,commercial,nan
1006878363,1006878363,residential,nan
1006878364,1006878364,commercial,nan
1007640516,1007640516,commercial,The Courtyard
1007640518,1007640518,commercial,nan
1007640519,1007640519,commercial,nan
1007640520,1007640520,commercial,nan
1007640521,1007640521,residential,nan
1007646166,1007646166,commercial,nan
1007646167,1007646167,commercial,Mythic Society
1009118595,1009118595,commercial,nan
1009118598,1009118598,commercial,nan
1009118599,1009118599,commercial,nan
1009122431,1009122431,commercial,nan
1009123721,1009123721,commercial,Prestige Solitaire
1009123722,1009123722,residential,nan
1009918625,1009918625,residential,Durga Coral Apartments
1011644025,1011644025,residential,nan
1013443897,1013443897,residential,nan
1013443901,1013443901,commercial,WTC Annexe
1019671183,1019671183,residential,nan
1019671185,1019671185,commercial,nan
1028660199,1028660199,residential,nan
1028660231,1028660231,residential,nan
1030900133,1030900133,residential,nan
1030900134,1030900134,commercial,nan
1030900135,1030900135,commercial,nan
1033802669,1033802669,residential,nan
1034261982,1034261982,commercial,nan
1034262005,1034262005,commercial,nan
1034262007,1034262007,commercial,nan
1034262008,1034262008,commercial,Divyasree Avance
1034262009,1034262009,residential,Visalakshi Prakruthi
1034262010,1034262010,residential,Purva Atmosphere
1035562484,1035562484,residential,Ghar Apartments
1035562485,1035562485,commercial,nan
1036043443,1036043443,residential,nan
1036043444,1036043444,residential,nan
1036043445,1036043445,residential,Total Environment Footprints
1036043446,1036043446,residential,nan
1036043447,1036043447,residential,nan
1036043448,1036043448,residential,Indiranagar Police Quarters
1036043449,1036043449,residential,nan
1036043450,1036043450,residential,nan
1036043451,1036043451,residential,nan
1036043452,1036043452,residential,nan
1036043453,1036043453,residential,nan
1036043454,1036043454,residential,nan
1036043455,1036043455,residential,nan
1036043456,1036043456,residential,nan
1036043457,1036043457,residential,nan
1036043458,1036043458,residential,nan
1036043459,1036043459,residential,nan
1036043460,1036043460,residential,nan
1036043461,1036043461,residential,nan
1036043462,1036043462,residential,nan
1036043463,1036043463,commercial,nan
1036043464,1036043464,commercial,nan
1036043466,1036043466,commercial,nan
1036043467,1036043467,commercial,Indiranagar Club
1036043468,1036043468,commercial,nan
1036043471,1036043471,commercial,nan
1036043472,1036043472,residential,nan
1039668753,1039668753,commercial,RMZ Icon
1039668761,1039668761,commercial,nan
1039760098,1039760098,commercial,nan
1040898997,1040898997,commercial,nan
1040898999,1040898999,residential,nan
1040899001,1040899001,commercial,nan
1040899002,1040899002,commercial,nan
1040899004,1040899004,commercial,Enzyme Citrine
1040899006,1040899006,commercial,nan
1040899007,1040899007,commercial,Godrej Downtown
1040899009,1040899009,residential,Dayanand Pai House
1040899011,1040899011,residential,Esteem Gardenia
1041856518,1041856518,residential,Kumar iLife Urbana Apartments
1041856519,1041856519,commercial,BS Tech Park
1041856521,1041856521,commercial,nan
1041871108,1041871108,commercial,Embassy Point
1041874277,1041874277,residential,Adarsh Palm Retreat Gulmohar
1044521109,1044521109,commercial,nan
1044522823,1044522823,commercial,nan
1044522826,1044522826,commercial,nan
1044522827,1044522827,commercial,nan
1047549755,1047549755,commercial,nan
1047676479,1047676479,residential,Manipal Vistas
1047676480,1047676480,residential,nan
1047676490,1047676490,commercial,nan
1047676495,1047676495,commercial,nan
1050019882,1050019882,commercial,nan
1050019883,1050019883,commercial,nan
1050019884,1050019884,commercial,nan
1050019885,1050019885,commercial,nan
1050019887,1050019887,commercial,nan
1050019888,1050019888,commercial,nan
1050019890,1050019890,commercial,nan
1050019891,1050019891,commercial,nan
1050019892,1050019892,commercial,nan
1050019893,1050019893,commercial,nan
1050019902,1050019902,commercial,BESCOM
1050475169,1050475169,residential,In That Quiet Earth - Total Environment
1050578225,1050578225,commercial,Central Relief Committee
1050589707,1050589707,residential,nan
1050589712,1050589712,residential,nan
1050589715,1050589715,commercial,BMP Market
1050590922,1050590922,residential,ISRO Slum
1050591578,1050591578,commercial,nan
1050744452,1050744452,residential,nan
1050744453,1050744453,residential,nan
1050744454,1050744454,commercial,nan
1050744455,1050744455,residential,nan
1051886123,1051886123,residential,nan
1051886125,1051886125,residential,Ranka Plaza
1051886126,1051886126,residential,Ranka D Paradise
1051886134,1051886134,commercial,nan
1052008918,1052008918,residential,Dhobi Ghat
1052008920,1052008920,commercial,nan
1052012964,1052012964,residential,nan
1052463657,1052463657,residential,RBI Quarters
1052463663,1052463663,commercial,nan
1052463664,1052463664,residential,nan
1053086134,1053086134,residential,DRDO Phase 1
1053086136,1053086136,commercial,nan
1053846097,1053846097,residential,nan
1053846100,1053846100,residential,nan
1053846102,1053846102,residential,nan
1053846103,1053846103,residential,nan
1053846105,1053846105,residential,Narmada SHIG
1053846108,1053846108,commercial,nan
1053846110,1053846110,residential,nan
1053846117,1053846117,residential,nan
1053846123,1053846123,residential,nan
1053846124,1053846124,residential,nan
1053846125,1053846125,residential,nan
1053846126,1053846126,residential,Pavani Residency
1053846127,1053846127,residential,nan
1053846128,1053846128,commercial,nan
1054127605,1054127605,commercial,BBMP
1054233120,1054233120,residential,nan
1054233121,1054233121,commercial,nan
1054233122,1054233122,residential,Prestige D'Villa
1054384465,1054384465,commercial,nan
1054384466,1054384466,residential,nan
1054384467,1054384467,residential,nan
1054384468,1054384468,residential,nan
1054384469,1054384469,residential,nan
1054384470,1054384470,residential,nan
1054384471,1054384471,residential,nan
1054488997,1054488997,residential,nan
1054489005,1054489005,commercial,Atomic Energy Division
1054489006,1054489006,commercial,Central Board for Secondary Education Regional Office
1054489007,1054489007,commercial,National Assessment and Accredition Council
1056184617,1056184617,residential,nan
1056184621,1056184621,commercial,nan
1056184622,1056184622,residential,nan
1056184623,1056184623,residential,BSNL Quarters
1056665488,1056665488,residential,Manikchand 117FF
1056665491,1056665491,residential,nan
1056665493,1056665493,commercial,nan
1056665494,1056665494,residential,nan
1056665495,1056665495,commercial,nan
1056665496,1056665496,residential,nan
1056665497,1056665497,commercial,nan
1056665498,1056665498,residential,nan
1060190456,1060190456,residential,Vishwa Vihar
1060190457,1060190457,residential,HAL Township
1060953966,1060953966,residential,Sandeep Square Apartments
1060953988,1060953988,residential,Bhavya Pristine
1061038547,1061038547,residential,Sterling Ascentia
1061087828,1061087828,residential,nan
1062341298,1062341298,residential,Prestige Sunnyside Elm
1062359625,1062359625,commercial,nan
1062359626,1062359626,residential,Sterling Sankey Court
1062359627,1062359627,residential,nan
1062359628,1062359628,residential,nan
1062359629,1062359629,residential,nan
1062359632,1062359632,commercial,Sadashivanagar Club
1062359633,1062359633,commercial,nan
1062359634,1062359634,residential,nan
1062359637,1062359637,commercial,nan
1062372937,1062372937,residential,Jayanti Apartments
1062372939,1062372939,residential,Ojus Apartments
1062372940,1062372940,residential,Kinatukara Apartments
1062372942,1062372942,residential,Prof. VG Kubair Apartments
1062372943,1062372943,residential,nan
1064408597,1064408597,residential,Salarpuria Sattva Anugraha
1064418717,1064418717,residential,nan
1064418718,1064418718,residential,nan
1064418719,1064418719,commercial,nan
1064573622,1064573622,residential,Shraddha Palmera
1064840028,1064840028,residential,nan
1064840029,1064840029,commercial,nan
1064840032,1064840032,commercial,nan
1064840033,1064840033,residential,nan
1064840034,1064840034,commercial,nan
1064890979,1064890979,residential,nan
1064890980,1064890980,commercial,nan
1064890981,1064890981,residential,Brigade Sonata
1065048411,1065048411,residential,nan
1065072654,1065072654,commercial,nan
1065090514,1065090514,commercial,Qube Software Park
1065090515,1065090515,residential,nan
1065090527,1065090527,residential,High Cliff
1065099079,1065099079,residential,SLS Signature
1065099080,1065099080,residential,Amsha Bhuvi
1065104464,1065104464,commercial,Site map
1065205731,1065205731,residential,nan
1065205751,1065205751,residential,SV Brindhavan Apartments
1065293814,1065293814,residential,nan
1065427105,1065427105,commercial,nan
1065763511,1065763511,residential,Silver Pearl
1066006344,1066006344,commercial,Shell
1066116296,1066116296,residential,nan
1066116297,1066116297,residential,nan
1066396969,1066396969,residential,Skanda Nirvana
1066396976,1066396976,residential,Innovative Oak Garden
1066506639,1066506639,commercial,Shell
1066506645,1066506645,residential,nan
1066604763,1066604763,commercial,nan
1066721253,1066721253,residential,Chourasia Pride
1066854626,1066854626,commercial,nan
1066854628,1066854628,residential,nan
1066854630,1066854630,commercial,Cinnamon
1066868600,1066868600,commercial,Sivanchetti Garden Post Office
1066870634,1066870634,commercial,Ashirwad
1066895468,1066895468,commercial,nan
1066902628,1066902628,commercial,nan
1066902629,1066902629,residential,nan
1066902630,1066902630,commercial,nan
1066902631,1066902631,commercial,nan
1066902632,1066902632,commercial,nan
1066902633,1066902633,commercial,nan
1066902634,1066902634,commercial,Ramanashree Chambers
1066902637,1066902637,commercial,Prestige Saleh Ahmed
1066902642,1066902642,commercial,Prestige Central
1066902644,1066902644,commercial,nan
1066902645,1066902645,residential,Fernville
1066902646,1066902646,residential,Prestige Alcazar
1066902649,1066902649,residential,Chandanna
1066902651,1066902651,residential,nan
1067945108,1067945108,commercial,The Touchstone
1067951552,1067951552,residential,Police Quarters
1067951553,1067951553,residential,nan
1067951554,1067951554,residential,nan
1068798170,1068798170,commercial,DNR Altitude
1068836859,1068836859,residential,nan
1068836860,1068836860,commercial,Brigade Deccan Heights
1068844240,1068844240,residential,Embassy Eros
1068844241,1068844241,residential,Jeevan Vihar - LIC VIP Guest House
1068844242,1068844242,residential,nan
1068844244,1068844244,commercial,Prestige Dynasty
1068844245,1068844245,commercial,nan
1068844253,1068844253,commercial,nan
1068844254,1068844254,commercial,Naveen Complex
1068844255,1068844255,commercial,Sunrise Chambers
1068844256,1068844256,residential,HM Gladiolus
1068844257,1068844257,commercial,nan
1068846819,1068846819,residential,nan
1068846820,1068846820,residential,nan
1068852048,1068852048,commercial,nan
1069218254,1069218254,residential,nan
1069218255,1069218255,residential,nan
1069218256,1069218256,residential,nan
1069218257,1069218257,residential,nan
1069218258,1069218258,residential,nan
1069218259,1069218259,residential,nan
1069218260,1069218260,residential,nan
1069218261,1069218261,residential,KV Hebbal Staff Quarters
1069218266,1069218266,residential,Melukote Apartments
1069218267,1069218267,residential,Arcot House
1069219394,1069219394,residential,Everest and Kailash Apartments
1069219395,1069219395,residential,Kasturi Dhama Apartments
1069253438,1069253438,commercial,nan
1069253439,1069253439,commercial,nan
1069253440,1069253440,residential,nan
1069253441,1069253441,residential,nan
1069253442,1069253442,residential,nan
1069265496,1069265496,residential,Veracious Park West
1069265497,1069265497,residential,nan
1069600845,1069600845,residential,Estella Maple Square
1069600846,1069600846,residential,Frontier Heights
1069600847,1069600847,residential,nan
1069600848,1069600848,commercial,Samudaya Bhavan
1069600855,1069600855,residential,Brigade Cornerstone Utopia
1069910599,1069910599,residential,SLS Sunrise
1070105438,1070105438,residential,Mayfair Anthem
1070105447,1070105447,commercial,Prestige Tech Pacific Park
1070342523,1070342523,residential,Sunshine Signature
1070483693,1070483693,residential,Krishvi Dhavala
1070483698,1070483698,residential,Amarthine
1070483753,1070483753,residential,Puja Navarathna
1070509113,1070509113,residential,Marvel Domicilia
1070516510,1070516510,residential,Saroj Whitesands
1070516512,1070516512,commercial,Prestige Featherlite Tech Hub
1070818625,1070818625,residential,The Central Regency Address
1070818628,1070818628,residential,Valik Gardenia
1070825900,1070825900,commercial,nan
1070952273,1070952273,residential,Prestige Song of the South
1070977174,1070977174,residential,RJ Brookesquare
1071053387,1071053387,residential,Purvi Symphony
1071061035,1071061035,commercial,AKR Tech Park
1071061036,1071061036,residential,Salarpuria Sattva Cadenza
1071257241,1071257241,residential,Buildwell Heights
1071257262,1071257262,residential,JR Layout
1071265856,1071265856,residential,nan
1071407119,1071407119,residential,nan
1071407123,1071407123,residential,nan
1072006981,1072006981,residential,Whistling Winds
1072006987,1072006987,residential,nan
1072007028,1072007028,residential,BS Green
1072197836,1072197836,residential,The Ripple
1072272809,1072272809,residential,nan
1072283110,1072283110,residential,Symphony
1072283116,1072283116,residential,Incor Carmel Heights
1072290653,1072290653,residential,CMRS Royal Orchids
1072290663,1072290663,residential,Samruddhi Uplands
1072344841,1072344841,residential,Sumadhura Soham
1072648466,1072648466,residential,Krishvi Gavakshi
1072674715,1072674715,residential,Spectra Palmwoods
1072674732,1072674732,residential,Amrutha Heights
1072674737,1072674737,residential,nan
1072676253,1072676253,residential,Vijayasri Elixir
1072948590,1072948590,commercial,nan
1073091157,1073091157,commercial,nan
1073952493,1073952493,commercial,nan
1073988495,1073988495,residential,Prestige Willow Tree
1073988496,1073988496,residential,Prestige Primrose Hills
1074088674,1074088674,residential,Pride Regalia
1074089347,1074089347,commercial,nan
1074282720,1074282720,commercial,IndiQube Pacifica
1074881558,1074881558,commercial,nan
1074881561,1074881561,residential,Sri Tirumala Sarovar Apartment
1074881563,1074881563,commercial,nan
1074881568,1074881568,residential,Navami Funique
1075249162,1075249162,residential,Sonestaa Silver Oak
1075372136,1075372136,residential,Vaswani Menlo Park
1075497285,1075497285,residential,Sekhar Bellevue
1075549043,1075549043,residential,Akshara Temple Tree
1075549071,1075549071,commercial,nan
1075556964,1075556964,residential,nan
1075561692,1075561692,residential,Vaswani Tranquil
1075569417,1075569417,residential,nan
1075575783,1075575783,residential,Sobha Windsor
1075575787,1075575787,residential,Prestige Park Square
1076111823,1076111823,residential,Vandana Tejyesh
1076111841,1076111841,residential,Prakriti Enclave
1076111842,1076111842,residential,Skandha Moksh
1076332648,1076332648,commercial,nan
1076398559,1076398559,residential,nan
1076405800,1076405800,commercial,nan
1076405806,1076405806,residential,nan
1076405810,1076405810,residential,Officer's Quarters
1076618914,1076618914,commercial,nan
1076871258,1076871258,residential,Samhita Greenwoods
1076871268,1076871268,residential,Vaishnovi TNR
1077848595,1077848595,residential,Sraddha Saphire
1078036945,1078036945,residential,Meenakshi Layout
1078864762,1078864762,residential,nan
1078864763,1078864763,residential,nan
1078864764,1078864764,residential,nan
1078864765,1078864765,residential,nan
1078864766,1078864766,residential,nan
1078864767,1078864767,residential,nan
1078864768,1078864768,residential,nan
1078864769,1078864769,residential,nan
1078864770,1078864770,residential,nan
1078864772,1078864772,commercial,nan
1079068565,1079068565,commercial,Ganesh Theatre
1079087284,1079087284,residential,House of Hiranandani Queensgate
1079094266,1079094266,residential,Lodha Mirabelle
1079506837,1079506837,residential,YS Jagan Mohan Reddy House
1079506838,1079506838,residential,Krishna Shelton
1079506841,1079506841,residential,nan
1079506844,1079506844,commercial,Sattva Horizon
1079506848,1079506848,commercial,Hinduja Ecopolis
1079506852,1079506852,commercial,North Gate Business Park - Phase 1
1080164739,1080164739,residential,Lake Meadows
1080795062,1080795062,residential,Wilson Manor Apartments
1080795065,1080795065,residential,nan
1080795067,1080795067,commercial,nan
1080796143,1080796143,residential,KHB Quarters
1080917755,1080917755,residential,Fifth Element
1080917756,1080917756,residential,Adarsh Park Heights
1080917758,1080917758,residential,Evershine Vrindhavan
1080943278,1080943278,residential,Prestige Boulevard
1080943279,1080943279,residential,Prestige Fontaine Bleau
1080943280,1080943280,residential,Prestige Dolce Vita
1081206653,1081206653,commercial,nan
1081215242,1081215242,residential,Senior Police Officer's Residential Complex
1081215245,1081215245,commercial,Department of Prisons & Correctional Services
1081463155,1081463155,commercial,Hyundai
1081463157,1081463157,commercial,Sports Habitat
1081463159,1081463159,commercial,Raitha Bhavan
1081463160,1081463160,commercial,nan
1081553338,1081553338,residential,Renaissance Reserva
1081555827,1081555827,residential,RGRHCL
1082367459,1082367459,commercial,Hewlett Packard Enterprise
1082449595,1082449595,commercial,Solus Jain Height
1082662446,1082662446,residential,Prestige Gulmohar
1082665740,1082665740,residential,MIMS Habitat
1082668840,1082668840,residential,Sobha Dream Gardens
1082671465,1082671465,residential,Legacy Cirocco
1082784823,1082784823,residential,Adarsh Palm Retreat Lakefront
1082784994,1082784994,residential,Adarsh Palm Retreat Mayberry
1082810539,1082810539,residential,Paradise Nest
1082810540,1082810540,residential,Pride Orchid
1083396839,1083396839,residential,The Five Summits Address
1083400646,1083400646,residential,Sravya Flute 1
1083449784,1083449784,commercial,Karle SEZ
1083566588,1083566588,residential,Amigo Cockburn
1083566597,1083566597,commercial,KPTCL
1083566602,1083566602,commercial,nan
1083570294,1083570294,residential,KR Puram Police Quarters
1083590206,1083590206,commercial,Central Public Works Department
1083590217,1083590217,residential,Police Quarters
1083590219,1083590219,residential,Police Quarters
1083590222,1083590222,commercial,nan
1084220437,1084220437,commercial,nan
1084220440,1084220440,residential,Paresh Apartments
1084220443,1084220443,residential,Margosa Court
1084220445,1084220445,commercial,nan
1084220446,1084220446,commercial,nan
1084220449,1084220449,residential,Vaishnavi Symphony
1084353637,1084353637,commercial,nan
1084363595,1084363595,residential,nan
1084382248,1084382248,commercial,nan
1084382249,1084382249,residential,Golden Nest Apartments
1084382252,1084382252,commercial,nan
1084382254,1084382254,commercial,Vaishnavi Silicon Terraces
1084382255,1084382255,commercial,nan
1084382257,1084382257,commercial,HM Vibha Towers
1084382650,1084382650,commercial,nan
1084382651,1084382651,residential,nan
1084382652,1084382652,commercial,nan
1084450343,1084450343,residential,DSR White Lotus
1084450381,1084450381,residential,SV Signature
1084735109,1084735109,residential,nan
1084735110,1084735110,residential,Legacy Casero
1084735111,1084735111,residential,Esencia
1084735113,1084735113,residential,Renaissance Exotica
1084735114,1084735114,residential,nan
1084735117,1084735117,residential,Sobha Palm Court
1084735119,1084735119,residential,KPSC Vidhana Soudha Layout
1084735120,1084735120,residential,Bren Lakeview
1084735124,1084735124,residential,nan
1084735127,1084735127,commercial,Bimal Auto Agency
1084735132,1084735132,residential,nan
1084735134,1084735134,residential,RMZ Sawaan
1084735136,1084735136,residential,Nitesh Columbus Square
1084735138,1084735138,residential,nan
1084735143,1084735143,commercial,nan
1084971894,1084971894,commercial,Embassy Tech Park - Block 8
1084971895,1084971895,commercial,Vaishnavi Tech Park
1085144198,1085144198,residential,Peninsula Heights
1085870705,1085870705,residential,Krishvi Wisteria
1085949504,1085949504,residential,Rustum Bagh
1085949505,1085949505,commercial,nan
1085949508,1085949508,residential,nan
1085952668,1085952668,residential,B&B Opulent Spire
1085952670,1085952670,commercial,Divyasree Towers
1086033051,1086033051,residential,The Summit
1086033052,1086033052,residential,Greenhall Residency
1086044091,1086044091,residential,Advaitha Aksha
1086044092,1086044092,commercial,Mantri Avenue
1086044093,1086044093,residential,KPWD Quarters
1086044108,1086044108,residential,nan
1086044109,1086044109,commercial,Novel Business Park
1086046637,1086046637,residential,Esteem Classic
1086046638,1086046638,residential,Durga Flute
1086048444,1086048444,residential,nan
1086048446,1086048446,residential,nan
1086048449,1086048449,residential,nan
1086048451,1086048451,residential,Raja Ritz Avenue
1086134443,1086134443,residential,nan
1086134444,1086134444,residential,nan
1086134445,1086134445,residential,nan
1086134446,1086134446,residential,nan
1086134447,1086134447,residential,nan
1086134451,1086134451,residential,nan
1086134452,1086134452,residential,nan
1086134455,1086134455,residential,Ashirwad Apartments
1086215346,1086215346,commercial,nan
1086241109,1086241109,residential,Aisshwarya Opulance
1086438022,1086438022,residential,nan
1086438027,1086438027,residential,nan
1086438028,1086438028,residential,Brigade Bricklane
1086438030,1086438030,residential,nan
1086438041,1086438041,residential,nan
1086438044,1086438044,residential,nan
1086438048,1086438048,residential,nan
1086438050,1086438050,residential,nan
1086438051,1086438051,residential,nan
1086438052,1086438052,residential,nan
1086438054,1086438054,residential,nan
1086438055,1086438055,residential,nan
1087693605,1087693605,residential,nan
1087696660,1087696660,residential,Sri Sai Gokulam
1087820287,1087820287,commercial,nan
1087820288,1087820288,commercial,Yeshwantpura RTO
1087820290,1087820290,residential,nan
1088209008,1088209008,residential,Carmel Layout
1088209025,1088209025,residential,nan
1089113276,1089113276,residential,nan
1089113277,1089113277,residential,nan
1089113281,1089113281,residential,nan
1089707940,1089707940,residential,Meda Heights
1089707942,1089707942,commercial,Sattva Spectrum
1089707943,1089707943,residential,nan
1089707945,1089707945,commercial,Ibis
1089707947,1089707947,residential,Sabharwal House
1089710892,1089710892,residential,VDB Cardinal
1089710895,1089710895,commercial,nan
1089717986,1089717986,residential,nan
1089717987,1089717987,residential,nan
1089717988,1089717988,residential,nan
1089717989,1089717989,residential,nan
1089717991,1089717991,residential,Aishwarya Apartments
1089717996,1089717996,residential,nan
1089717997,1089717997,residential,nan
1089718000,1089718000,commercial,nan
1089718004,1089718004,residential,nan
1091036298,1091036298,residential,DNR Casablanca
1091036299,1091036299,residential,nan
1091039590,1091039590,residential,nan
1091039593,1091039593,residential,nan
1091039594,1091039594,residential,nan
1091040283,1091040283,residential,nan
1091048727,1091048727,residential,nan
1091543225,1091543225,residential,Prestige Shangrila
1091543230,1091543230,residential,Queen's Corner Apartments
1091543233,1091543233,residential,nan
1091543236,1091543236,residential,nan
1091543238,1091543238,commercial,nan
1091543242,1091543242,commercial,nan
1091543243,1091543243,residential,nan
1091543244,1091543244,residential,nan
1091543245,1091543245,residential,nan
1091543246,1091543246,commercial,Cottage Industries Exposition Limited - CIE
1091543248,1091543248,residential,King's House
1091543249,1091543249,residential,nan
1091543250,1091543250,commercial,nan
1091543253,1091543253,commercial,nan
1091543254,1091543254,residential,nan
1091543260,1091543260,residential,nan
1091543261,1091543261,residential,Landmark Apartments
1091543262,1091543262,residential,RBI Office Quarters
1091543264,1091543264,commercial,nan
1091543265,1091543265,residential,Crescent Apartments
1091543273,1091543273,commercial,nan
1091543274,1091543274,commercial,nan
1092180884,1092180884,commercial,nan
1092180885,1092180885,residential,nan
1092180886,1092180886,residential,Skyline Residency
1092180887,1092180887,residential,nan
1092180888,1092180888,residential,nan
1092180889,1092180889,commercial,nan
1092180890,1092180890,residential,nan
1092180891,1092180891,residential,nan
1092663381,1092663381,residential,Vajram Newtown (u/c)
1092668717,1092668717,commercial,Karnataka State Agricultural Produce Processing and Export Corporation Limited
1092668718,1092668718,residential,nan
1092668721,1092668721,residential,nan
1092668722,1092668722,residential,nan
1092680591,1092680591,residential,Satwi's Thavil
1092683241,1092683241,commercial,Salarpuria Sattva Eminence
1092683243,1092683243,residential,Vaswani Whispering Palms
1092941903,1092941903,residential,Uber Verdant 2
1093183266,1093183266,residential,nan
1093287191,1093287191,commercial,nan
1093290433,1093290433,residential,nan
1093290435,1093290435,residential,nan
1093290436,1093290436,commercial,nan
1093290440,1093290440,commercial,nan
1093290441,1093290441,residential,nan
1093290442,1093290442,residential,nan
1093292153,1093292153,commercial,nan
1093504016,1093504016,residential,Purva Grande
1093504018,1093504018,commercial,The Chancery Hotel
1093504019,1093504019,commercial,nan
1093504020,1093504020,residential,Golden Orchid
1093504021,1093504021,commercial,nan
1093504022,1093504022,residential,Regency Violet
1093504023,1093504023,residential,nan
1093504024,1093504024,residential,Total Environment Van Gogh's Garden
1093528496,1093528496,residential,nan
1093528497,1093528497,residential,nan
1093528498,1093528498,residential,nan
1095440450,1095440450,residential,nan
1095440451,1095440451,residential,nan
1095440454,1095440454,commercial,nan
1095440456,1095440456,residential,HMT Colony
1095440457,1095440457,residential,nan
1095440458,1095440458,residential,nan
1095440459,1095440459,residential,nan
1095440460,1095440460,commercial,nan
1095458724,1095458724,commercial,nan
1095458726,1095458726,residential,Landmark
1095458728,1095458728,residential,Sri Renuka Nivasa
1095458729,1095458729,residential,Rustumji Apartments
1095561484,1095561484,residential,Pandurangashram
1095561485,1095561485,residential,Brigade Regency
1095561498,1095561498,residential,BHEL SBD Township B
1095561500,1095561500,residential,nan
1095561505,1095561505,residential,Police Quarters
1095561515,1095561515,commercial,BBMP
1095569346,1095569346,residential,nan
1095569348,1095569348,commercial,nan
1095569350,1095569350,commercial,The Neighborhood
1096795630,1096795630,residential,nan
1097086579,1097086579,commercial,nan
1097436275,1097436275,residential,Sovereign Unnathi
1097440445,1097440445,residential,Asha Township
1097715842,1097715842,commercial,Brigade Southfield
1097727352,1097727352,residential,Miraya Rose
1099665417,1099665417,residential,nan
1099848875,1099848875,commercial,Kalyani Roshni Tech Hub
1099882757,1099882757,commercial,Commercial Complex
1100674384,1100674384,residential,KSRTC Quarters
1100674385,1100674385,residential,KSRTC Quarters
1101219233,1101219233,commercial,Adam's Golden Heritage
1101219235,1101219235,residential,nan
1101219243,1101219243,commercial,nan
1102957210,1102957210,commercial,Maruthi Emarald
1102957211,1102957211,residential,Synapse Nest
1102957212,1102957212,commercial,nan
1102957213,1102957213,residential,nan
1104353535,1104353535,residential,Yeshwantpur Railway Quarters
1104353541,1104353541,commercial,RNS Motors
1104353550,1104353550,commercial,Parimala Towers
1104358048,1104358048,commercial,nan
1106402192,1106402192,residential,nan
1106402193,1106402193,residential,nan
1106402194,1106402194,residential,nan
1106402195,1106402195,residential,nan
1106402196,1106402196,residential,nan
1106402198,1106402198,commercial,nan
1106402199,1106402199,commercial,nan
1106402200,1106402200,residential,nan
1106402202,1106402202,residential,nan
1106402203,1106402203,residential,nan
1106402205,1106402205,commercial,Karnataka Forest Department
1106402206,1106402206,commercial,Department of Pre-University Education
1106402210,1106402210,commercial,BWSSB
1107010325,1107010325,residential,Rennaisance Bellevue
1107018495,1107018495,commercial,nan
1107018499,1107018499,residential,nan
1108003245,1108003245,commercial,nan
1108003246,1108003246,residential,Government Science College Boys' Hostel
1110520956,1110520956,commercial,nan
1110798657,1110798657,residential,nan
1110798658,1110798658,commercial,nan
1110798659,1110798659,residential,nan
1110798660,1110798660,residential,nan
1110798661,1110798661,residential,nan
1110798662,1110798662,residential,nan
1110798664,1110798664,residential,nan
1110798665,1110798665,commercial,nan
1110798666,1110798666,residential,nan
1110808769,1110808769,commercial,North Gate Business Park - Phase 2
1110808779,1110808779,commercial,Vista Pixel
1111108767,1111108767,residential,BSNL Quarters
1111108770,1111108770,residential,Police Quarters
1111845882,1111845882,residential,KMF Hostel
1111845883,1111845883,residential,Gurupreeth Residency
1111845894,1111845894,residential,nan
1112087817,1112087817,residential,Keerthi Krishna Viva
1112087818,1112087818,commercial,Shell
1112087825,1112087825,commercial,nan
1112087827,1112087827,commercial,nan
1112525152,1112525152,residential,nan
1112525153,1112525153,residential,nan
1113090751,1113090751,commercial,nan
1114967981,1114967981,commercial,nan
1114967983,1114967983,residential,nan
1114967985,1114967985,residential,Windsor Castle
1114967986,1114967986,commercial,nan
1114967992,1114967992,residential,Prestige Abshot
1115399971,1115399971,residential,Embassy Espana
1115399972,1115399972,commercial,nan
1115399976,1115399976,commercial,Karnataka State Warehousing Corporation
1116730318,1116730318,residential,nan
1116730325,1116730325,residential,Shilpa Dacha
1116733296,1116733296,residential,Park Square Avenue
1117353468,1117353468,residential,nan
1117353469,1117353469,residential,nan
1117421878,1117421878,commercial,nan
1117440303,1117440303,commercial,IISc Residential Quarters
1117440304,1117440304,commercial,Janatha Bazaar
1117440308,1117440308,residential,IISc HE Quarters
1117522766,1117522766,commercial,nan
1117522767,1117522767,residential,nan
1117538125,1117538125,residential,nan
1117538126,1117538126,residential,nan
1117538128,1117538128,residential,Purva Westend
1117549368,1117549368,residential,Pai Layout
1118416234,1118416234,residential,RRBC Picasso
1118416954,1118416954,commercial,Brigade Seshmahal
1118421374,1118421374,residential,nan
1118557049,1118557049,residential,Godrej Eternity
1118946147,1118946147,residential,Sobha Arena
1118946153,1118946153,residential,Mantri Alpyne
1118946154,1118946154,residential,Prestige Lake Ridge
1118946160,1118946160,residential,Brigade 7 Gardens
1118946161,1118946161,residential,Brigade Omega
1118946162,1118946162,residential,Rohan Akriti Apartments
1118946164,1118946164,residential,Golden Panorama
1118946165,1118946165,residential,Sobha Forest Edge
1118946167,1118946167,residential,nan
1118949274,1118949274,residential,Sterling Residency
1118949275,1118949275,residential,Anriya Dwellington
1118949276,1118949276,residential,Gowri Apartments
1119208726,1119208726,residential,nan
