zone_id,zone_type,transformer_max_capacity_kw,historical_peak_load_hour,baseline_peak_load_kw
414840789,residential,423.62,19,237.31
414842308,commercial,1227.05,14,715.48
414842346,commercial,1717.09,14,1018.37
414842348,commercial,1435.76,14,828.83
414842349,commercial,1787.61,14,1007.88
414842351,commercial,1894.89,14,1092.11
414843098,commercial,1353.25,14,891.5
414843099,commercial,1573.58,14,795.05
415116795,residential,433.61,19,267.1
415116833,residential,278.31,19,151.57
415116834,residential,402.87,19,242.58
415116837,residential,300.88,19,153.39
416707221,residential,280.68,19,194.48
416736193,commercial,1981.01,14,1212.85
416736202,residential,291.56,19,186.94
416736209,residential,339.93,19,187.0
416736216,residential,460.84,19,256.54
416736222,commercial,1131.11,14,716.98
416736228,residential,320.02,19,210.82
416736235,residential,260.51,19,146.6
416736239,commercial,1158.73,14,677.9
416736247,residential,414.05,19,247.53
416736253,commercial,1849.57,14,1133.88
416736259,residential,200.71,19,134.79
416736266,residential,439.37,19,244.88
416736270,residential,484.8,19,264.68
416736277,residential,411.01,19,243.38
419816003,residential,482.26,19,278.44
419816259,residential,228.98,19,126.38
419816260,residential,426.82,19,287.23
419816261,residential,338.06,19,205.39
419816262,residential,403.52,19,213.83
419816263,residential,436.89,19,242.81
419816264,commercial,1731.54,14,870.85
419816265,commercial,1709.8,14,1161.03
419816474,residential,451.62,19,237.44
419816558,residential,208.39,19,104.76
421097872,commercial,1456.47,14,948.33
421097873,commercial,1773.23,14,1071.15
421102472,commercial,1960.07,14,1206.41
421102473,commercial,1427.05,14,797.11
421114600,commercial,1276.36,14,880.54
421114601,commercial,1549.44,14,951.66
421114602,commercial,1972.63,14,1057.04
421114603,commercial,1423.28,14,986.2
421116112,commercial,914.54,14,628.35
421116115,commercial,1360.94,14,876.87
421217255,residential,402.22,19,275.31
422438642,residential,255.33,19,162.95
422438644,residential,341.59,19,230.57
422438645,residential,283.9,19,149.26
422439678,residential,472.78,19,296.33
422455495,residential,369.45,19,254.08
422455496,residential,305.96,19,191.23
422455497,commercial,986.82,14,557.88
422455498,residential,246.06,19,167.34
422455499,residential,203.99,19,110.9
422455500,residential,495.43,19,331.96
422455501,residential,208.18,19,105.79
422455502,residential,307.43,19,157.13
422455503,residential,489.32,19,316.71
422455504,residential,339.6,19,237.47
422455505,residential,240.08,19,152.06
422455506,residential,233.58,19,144.91
422455507,residential,334.59,19,169.86
422455508,residential,462.26,19,259.05
422455509,residential,221.36,19,126.65
422455949,residential,285.68,19,195.28
422455950,residential,468.08,19,251.87
422457123,residential,290.01,19,197.9
422457125,residential,335.45,19,189.13
422457127,residential,294.4,19,204.32
422457128,residential,273.56,19,157.94
422457129,commercial,1178.29,14,675.23
422457130,residential,433.19,19,254.41
422457993,commercial,1170.67,14,673.12
422457996,residential,317.0,19,214.81
422458085,residential,266.97,19,136.04
422458086,commercial,1803.7,14,1056.44
422458087,residential,468.27,19,327.67
422458088,residential,431.45,19,285.42
422458089,residential,476.24,19,295.22
422458090,residential,451.36,19,242.79
422461611,commercial,1421.07,14,869.77
422471312,residential,241.44,19,121.3
422471313,residential,467.63,19,294.38
422471314,residential,468.03,19,307.01
422662134,residential,389.76,19,205.11
422817360,commercial,1106.03,14,575.05
422817361,residential,470.69,19,264.03
422817362,commercial,923.38,14,463.83
425797659,residential,226.61,19,144.47
425797660,residential,474.35,19,276.3
425797661,residential,402.5,19,258.58
425797662,residential,422.77,19,233.22
425797663,residential,386.33,19,204.85
425797664,residential,396.44,19,264.95
425797665,residential,457.19,19,254.13
427568002,commercial,1291.87,14,687.41
428143084,residential,380.22,19,246.78
428143089,commercial,1572.38,14,1048.73
428170665,residential,437.74,19,297.17
428170666,residential,362.3,19,244.01
428170667,residential,279.24,19,149.68
428170668,residential,417.64,19,229.66
428170669,commercial,1800.81,14,1239.31
428170670,residential,338.46,19,183.73
428170671,residential,417.42,19,237.94
428170672,commercial,895.5,14,525.73
428170673,residential,333.32,19,231.44
428170674,residential,399.78,19,250.95
428170675,residential,442.66,19,277.05
428170676,residential,365.45,19,238.28
428170677,commercial,1079.58,14,587.89
428170678,commercial,1489.15,14,890.47
428170679,residential,404.12,19,279.86
428170680,commercial,1191.14,14,743.25
428170681,commercial,1163.46,14,598.38
428170682,residential,488.55,19,289.79
428170683,commercial,815.27,14,414.78
428170684,residential,275.31,19,170.9
428170685,residential,358.92,19,183.27
428170686,residential,240.09,19,152.15
428170687,residential,395.07,19,217.62
431603158,residential,430.32,19,284.54
431603159,residential,217.61,19,150.91
431814847,residential,345.6,19,226.76
432594248,residential,412.51,19,268.09
437438966,commercial,1052.81,14,654.12
437536498,commercial,1835.52,14,1188.2
437536510,residential,242.65,19,128.32
437536511,residential,304.06,19,191.39
437536512,residential,248.42,19,148.35
437536513,residential,324.28,19,170.21
437536514,residential,325.03,19,184.91
437536515,residential,306.17,19,191.88
437536516,residential,331.62,19,223.49
437539068,residential,383.18,19,250.97
437584787,commercial,1129.78,14,726.69
439843205,residential,338.87,19,235.9
439843206,residential,337.1,19,214.91
439843208,residential,225.74,19,136.5
439843209,commercial,927.04,14,577.06
439881035,residential,494.25,19,285.43
440159712,commercial,1162.35,14,778.74
440159716,residential,499.99,19,346.61
440182101,commercial,1091.24,14,607.57
442048043,commercial,1141.72,14,573.12
442048044,commercial,1190.58,14,613.79
444787055,residential,280.58,19,162.65
447359508,residential,355.06,19,201.95
448349260,residential,423.29,19,246.07
448900270,residential,215.38,19,119.52
448900283,residential,486.41,19,250.76
449855984,residential,413.4,19,272.87
449855985,residential,440.5,19,284.47
449855986,residential,492.55,19,314.97
449855987,residential,414.63,19,232.09
450307517,residential,475.58,19,329.11
450307524,residential,246.35,19,164.94
450309829,residential,366.47,19,208.11
450523337,residential,416.08,19,218.16
450523338,residential,325.56,19,182.74
450523339,residential,348.19,19,212.59
450523340,residential,471.61,19,294.54
450523341,residential,298.59,19,176.06
450523342,residential,444.4,19,268.77
450523343,residential,466.73,19,260.05
450523344,residential,401.13,19,270.66
450524936,residential,288.04,19,145.81
450524937,residential,422.7,19,289.56
450524943,residential,215.1,19,114.6
450537530,residential,229.52,19,137.05
450537541,commercial,1398.25,14,931.63
450546984,commercial,1695.79,14,859.21
450546985,commercial,1814.11,14,948.85
450547673,residential,347.9,19,203.1
450550412,residential,310.39,19,168.08
450550413,residential,348.41,19,216.19
450550419,residential,209.76,19,123.38
450550420,commercial,1047.25,14,641.02
450584261,residential,232.23,19,127.76
450584274,residential,316.25,19,162.12
450601454,residential,424.82,19,233.56
450762934,residential,243.82,19,124.19
450796292,residential,482.06,19,273.32
451336244,residential,261.15,19,131.66
452581282,residential,263.74,19,141.71
452723282,residential,360.92,19,236.61
454700245,residential,493.85,19,296.85
454700246,residential,487.01,19,303.12
454700250,residential,248.08,19,151.36
454707665,residential,373.21,19,248.09
454874716,residential,418.41,19,277.21
457146565,residential,201.77,19,114.07
460225724,commercial,1485.13,14,852.81
460225725,commercial,1530.68,14,882.56
460225727,residential,387.0,19,258.95
460225734,commercial,1709.73,14,876.55
460225735,commercial,1823.61,14,1126.23
460225736,residential,264.75,19,151.58
460225762,commercial,819.36,14,540.05
460225763,commercial,1955.55,14,1124.74
460600476,commercial,1444.14,14,1005.47
460901675,commercial,1576.18,14,1036.96
464678979,residential,387.64,19,215.02
469210803,residential,286.75,19,200.51
469401559,residential,489.11,19,250.99
469498319,residential,285.88,19,156.51
470182239,commercial,1565.96,14,864.52
470531120,residential,270.36,19,157.02
472322380,residential,351.83,19,199.69
472659589,residential,320.6,19,222.76
473575814,commercial,1677.17,14,982.44
473575815,commercial,1879.4,14,1022.68
473575818,commercial,1579.05,14,871.29
473575819,commercial,1876.77,14,942.75
473575831,commercial,1109.32,14,725.93
473575832,commercial,1697.46,14,1054.19
473575833,commercial,1392.05,14,875.3
473575834,commercial,1686.71,14,1086.64
475637553,residential,288.59,19,180.46
475874711,residential,484.55,19,300.75
475874712,residential,287.85,19,159.74
476028225,residential,464.51,19,238.95
479433854,commercial,1645.21,14,894.48
479865630,residential,315.09,19,204.95
482007061,residential,477.58,19,252.47
486966286,residential,414.77,19,269.26
487956079,commercial,1679.56,14,1142.12
487958119,commercial,1793.32,14,1071.35
488164251,residential,434.15,19,231.87
488714236,residential,431.03,19,231.34
493372455,residential,314.45,19,201.51
494678973,residential,344.01,19,190.99
494678976,residential,425.29,19,263.43
494836088,commercial,1339.42,14,833.14
496396728,commercial,1569.54,14,1048.33
502805799,residential,243.64,19,146.32
507886812,residential,334.32,19,200.0
508858599,residential,408.57,19,231.28
508858641,residential,379.05,19,195.74
512481162,residential,429.36,19,221.44
512484550,residential,360.29,19,219.25
513196700,residential,407.78,19,236.84
513199848,residential,390.37,19,244.85
513430908,residential,465.89,19,283.67
514073928,commercial,1532.69,14,1044.03
514270013,residential,428.95,19,293.26
525509298,residential,331.68,19,215.57
525509461,residential,397.3,19,261.89
525509503,residential,215.13,19,115.51
525512333,residential,217.61,19,139.19
525513938,residential,263.87,19,166.58
527186400,residential,379.2,19,263.82
527186406,residential,249.35,19,141.77
527186409,residential,323.59,19,186.11
532166932,commercial,1604.05,14,977.49
533397600,residential,314.53,19,165.03
533397601,residential,335.69,19,217.03
537716163,residential,211.58,19,112.95
537741950,commercial,895.69,14,537.8
541939779,residential,386.18,19,254.79
543260506,residential,258.07,19,146.28
544576598,residential,253.83,19,172.04
544577550,residential,315.53,19,169.67
544577655,residential,427.98,19,277.77
545829404,residential,279.56,19,183.76
545829406,residential,411.25,19,208.89
545829408,residential,451.9,19,248.0
546323319,residential,201.96,19,134.65
548052875,residential,345.39,19,208.8
548813210,residential,260.51,19,142.71
552094399,residential,256.57,19,169.72
554001077,residential,307.95,19,204.49
556832360,residential,353.43,19,186.7
556833532,residential,257.71,19,162.78
556834169,residential,216.01,19,114.85
556835228,residential,482.96,19,266.93
559491999,residential,432.4,19,269.4
560702411,residential,363.91,19,189.83
568518775,commercial,1405.96,14,763.35
568518776,commercial,1496.06,14,974.6
568518779,commercial,1155.67,14,731.33
575099749,commercial,1192.0,14,747.23
575100603,residential,487.11,19,283.52
575100607,commercial,1993.92,14,1061.24
577663649,residential,496.87,19,259.79
577663653,commercial,1960.74,14,1258.5
578810664,residential,425.34,19,219.88
580931916,residential,244.87,19,135.66
581779279,residential,426.07,19,250.89
582562269,residential,398.84,19,212.29
582713921,residential,420.79,19,232.51
588849893,commercial,1827.65,14,1062.54
588849894,commercial,1879.87,14,1306.36
591251799,residential,203.7,19,118.9
591255050,residential,284.19,19,196.13
591255054,residential,488.95,19,334.73
593405452,residential,210.18,19,128.76
599244072,residential,378.98,19,212.61
603163756,residential,423.87,19,286.04
603173057,residential,405.26,19,257.84
603174680,residential,262.48,19,156.67
603174681,residential,278.05,19,154.87
609989198,residential,305.51,19,165.27
609993389,residential,484.25,19,328.91
612186496,residential,422.97,19,262.92
613495763,residential,246.82,19,141.73
614208145,residential,317.04,19,162.26
614208149,commercial,1838.48,14,1198.54
614208152,commercial,1535.5,14,1024.63
614383068,commercial,1335.93,14,711.76
618262040,residential,379.74,19,211.06
619625656,residential,461.05,19,291.47
620849663,residential,295.13,19,203.08
624667995,residential,468.91,19,303.73
625348050,residential,291.17,19,172.38
626900500,residential,369.55,19,200.2
626908528,residential,454.83,19,287.69
626909529,residential,365.45,19,201.81
626914154,residential,332.88,19,167.94
627081073,residential,400.4,19,237.96
627119951,residential,431.33,19,248.1
627145337,commercial,1021.08,14,555.65
627151631,residential,293.9,19,185.31
627152144,residential,466.28,19,251.46
627403914,commercial,1747.59,14,1065.77
627700134,residential,449.45,19,270.27
627705620,residential,416.09,19,219.23
627707540,residential,293.99,19,188.49
627748919,residential,206.82,19,133.52
627749633,residential,420.28,19,244.57
627772417,residential,357.63,19,191.08
627951452,residential,355.74,19,197.55
627954661,residential,320.6,19,209.79
628016237,residential,372.13,19,216.11
628018590,residential,269.37,19,146.6
628023329,residential,235.08,19,134.38
628233557,residential,217.05,19,144.73
628241697,residential,395.53,19,208.48
628258489,residential,232.19,19,131.03
628278126,residential,260.85,19,172.82
628279699,residential,224.43,19,124.41
628281414,residential,313.23,19,198.27
628282135,residential,361.16,19,181.57
628283145,residential,321.96,19,204.71
628284454,residential,397.78,19,220.24
628285083,residential,269.71,19,169.37
628286508,residential,234.96,19,120.75
628288697,residential,206.68,19,123.55
631448576,commercial,1633.13,14,862.77
631823255,commercial,1238.47,14,651.91
632123632,residential,342.39,19,199.05
636489361,residential,462.04,19,263.68
636490556,residential,360.92,19,212.28
637909264,residential,275.54,19,138.69
639368290,residential,386.88,19,231.77
639884725,commercial,1961.72,14,1219.95
639995701,residential,471.63,19,237.52
640750836,residential,438.39,19,237.56
643696408,residential,416.58,19,271.45
643697991,residential,395.52,19,222.39
643706668,residential,423.34,19,226.87
646422857,commercial,880.82,14,542.75
647312309,residential,460.67,19,302.52
647312322,residential,339.44,19,171.07
648961700,residential,224.5,19,125.3
658691372,commercial,1552.94,14,1084.67
665015054,residential,402.38,19,222.03
665234777,residential,393.55,19,266.48
668612934,residential,289.23,19,200.58
668612956,residential,443.38,19,276.25
670210359,commercial,1206.14,14,805.82
670210360,commercial,1001.27,14,543.56
670210362,residential,371.11,19,195.45
672593832,residential,410.1,19,235.07
672593835,residential,226.54,19,132.23
672593836,residential,473.27,19,289.69
673645157,commercial,1580.89,14,973.79
673645158,commercial,1740.0,14,1014.59
673645159,commercial,1986.17,14,1225.96
673677238,commercial,825.08,14,465.55
673933812,commercial,1946.56,14,1236.39
673948787,commercial,1963.21,14,1114.34
673948789,commercial,910.12,14,533.8
674028949,residential,403.08,19,270.13
674038017,residential,406.32,19,278.35
674699424,residential,446.74,19,288.13
674699425,residential,365.23,19,239.5
675387120,residential,208.33,19,130.82
675909873,commercial,1045.94,14,632.02
675909875,commercial,1625.33,14,924.67
675909876,residential,493.53,19,254.69
679570161,residential,452.22,19,258.92
679570164,residential,497.43,19,338.3
679570170,residential,474.11,19,277.6
687173212,residential,415.37,19,276.18
687173240,residential,290.5,19,145.71
687173326,residential,431.01,19,215.63
687173335,residential,349.05,19,176.33
687173337,residential,499.91,19,307.85
687173339,residential,374.12,19,227.75
687173341,residential,455.54,19,296.31
687173344,residential,390.12,19,262.68
687173369,residential,237.53,19,155.11
687216880,residential,481.8,19,268.82
687379371,residential,493.72,19,312.39
688353430,residential,303.18,19,196.75
688356351,residential,458.66,19,253.23
688413057,residential,283.39,19,146.64
688432863,residential,317.16,19,165.78
688443318,residential,328.21,19,185.47
688600223,commercial,946.63,14,554.16
692376257,residential,357.52,19,191.68
692376262,residential,459.8,19,298.64
692376267,residential,397.0,19,199.72
692376270,residential,344.02,19,218.06
692376284,residential,387.77,19,238.74
692376289,residential,281.45,19,169.44
692376290,residential,260.04,19,165.06
695545717,residential,282.18,19,191.06
695545718,residential,334.29,19,195.07
695545720,commercial,1016.03,14,547.07
695548662,residential,268.17,19,161.93
696136978,residential,342.11,19,190.18
696980296,commercial,1768.1,14,1214.63
697075484,residential,332.82,19,209.69
697081714,residential,232.81,19,150.35
697081716,residential,397.14,19,223.03
698147979,residential,238.92,19,153.43
699266183,commercial,1896.62,14,1180.67
699266184,commercial,1283.65,14,671.49
699266186,residential,349.87,19,223.56
699268541,residential,418.23,19,228.35
699268545,commercial,1245.19,14,802.82
699270597,commercial,1217.54,14,673.83
699270611,residential,224.04,19,134.69
700174667,residential,284.99,19,195.41
702716212,residential,290.39,19,158.4
702716215,residential,464.92,19,277.29
704633790,residential,346.06,19,184.86
704633793,residential,428.96,19,237.35
704742726,residential,370.0,19,196.91
705023784,residential,353.92,19,211.7
705675999,residential,327.86,19,212.47
712430110,residential,377.46,19,232.87
712430112,commercial,1980.45,14,1369.21
721685566,commercial,1385.66,14,846.91
723169818,residential,409.03,19,276.29
723940621,residential,227.59,19,135.73
726262492,residential,439.28,19,231.21
726284789,residential,350.2,19,187.46
726300623,residential,499.44,19,334.49
726311233,residential,300.37,19,172.64
726342888,residential,298.47,19,161.2
726409390,residential,292.56,19,204.45
726449821,residential,356.11,19,181.99
726464964,residential,259.39,19,159.07
726472767,residential,360.62,19,196.67
726508884,residential,200.93,19,125.17
726509782,residential,325.1,19,169.36
729214166,commercial,1844.62,14,1076.51
729214177,residential,424.64,19,253.46
729214192,residential,307.44,19,201.59
731726459,commercial,1719.92,14,1186.82
731726460,commercial,1887.89,14,950.91
731726461,commercial,889.18,14,582.19
731726462,residential,313.37,19,181.95
731726463,commercial,1732.75,14,1139.43
731726464,commercial,1136.49,14,588.33
731726465,residential,275.11,19,144.75
731726466,residential,210.4,19,122.62
731726626,residential,473.94,19,280.81
732010477,residential,226.54,19,135.57
732010480,commercial,1384.77,14,889.71
732010482,commercial,1849.74,14,1121.54
732010486,residential,482.67,19,282.68
732010488,residential,363.06,19,196.87
732010489,residential,284.13,19,198.33
732010495,residential,275.58,19,172.46
732012738,residential,425.67,19,257.47
732012739,residential,221.0,19,125.1
732232646,residential,345.52,19,188.08
732232650,commercial,833.07,14,488.36
732232655,commercial,914.13,14,501.12
732232656,commercial,976.84,14,657.43
732232657,residential,304.97,19,211.98
732232660,residential,271.38,19,157.76
732232686,residential,458.3,19,316.54
732232688,commercial,828.88,14,526.95
732317796,residential,400.21,19,244.92
732317798,residential,256.0,19,170.3
732317799,residential,373.81,19,250.33
732317805,residential,294.83,19,150.2
732317816,commercial,1619.7,14,922.13
734148543,residential,314.97,19,176.34
734148544,residential,407.37,19,281.18
734148545,residential,314.85,19,168.39
734148546,commercial,1997.9,14,1316.66
734148549,residential,465.59,19,317.13
734148552,residential,480.25,19,279.58
734148555,commercial,1447.47,14,841.01
734149445,commercial,1690.16,14,980.72
734149447,commercial,1074.08,14,545.1
734149451,commercial,1401.11,14,958.07
734150334,commercial,1296.78,14,726.62
734150335,commercial,969.04,14,672.47
734150336,residential,493.86,19,286.75
734150337,commercial,934.71,14,654.13
734150338,commercial,1121.3,14,560.65
734150339,commercial,1093.15,14,571.91
734150340,commercial,1958.6,14,1228.35
734150342,commercial,1272.87,14,789.32
734150344,commercial,1630.34,14,1030.13
734994028,residential,404.9,19,271.91
736945758,residential,443.76,19,227.36
736945768,residential,417.24,19,281.4
736945769,residential,484.69,19,282.43
736945770,residential,226.25,19,139.83
736945771,residential,363.18,19,193.96
736945776,residential,309.45,19,190.6
737006364,residential,284.64,19,158.26
737006365,commercial,1606.84,14,1033.72
737006366,commercial,917.1,14,583.93
737006367,commercial,1595.85,14,964.57
737006368,residential,392.56,19,269.72
737006369,commercial,976.47,14,566.5
737006370,commercial,832.53,14,474.55
737006371,commercial,1305.07,14,675.85
737006372,residential,392.62,19,241.64
737006373,commercial,1348.35,14,780.44
737006374,residential,372.83,19,205.76
737006376,residential,232.35,19,119.5
737567497,commercial,1326.84,14,829.67
742634557,residential,286.09,19,168.14
745774483,residential,217.47,19,124.71
747956371,residential,365.8,19,220.2
748948333,residential,225.35,19,150.62
748948334,residential,220.71,19,124.61
748948335,residential,404.23,19,234.35
749323041,commercial,824.7,14,516.75
749323042,commercial,1817.43,14,1107.99
749323043,commercial,1758.81,14,1230.67
749323044,commercial,873.7,14,470.69
749329326,commercial,1406.76,14,777.12
752960711,residential,414.37,19,238.02
752960712,residential,274.82,19,184.3
760886634,residential,452.96,19,230.13
763007409,residential,325.24,19,212.89
764571651,residential,323.58,19,224.47
764600972,residential,231.4,19,156.5
765656003,residential,204.66,19,123.11
766245130,residential,436.22,19,281.02
766245134,residential,348.54,19,195.73
766409580,residential,258.92,19,133.78
766411088,commercial,1932.25,14,1090.54
766598703,residential,391.1,19,196.82
766605736,commercial,1406.56,14,845.47
766605737,residential,316.18,19,176.91
766605748,residential,257.65,19,155.8
766633154,residential,252.99,19,130.2
766650743,residential,386.12,19,256.89
766650747,residential,292.43,19,199.9
766650748,residential,402.86,19,211.41
766650749,residential,417.47,19,281.05
766720022,residential,276.22,19,162.74
766720023,residential,234.9,19,143.4
766720024,residential,226.57,19,118.76
766720025,residential,436.39,19,237.69
766720330,residential,223.63,19,141.64
767320168,residential,438.24,19,240.52
767320169,residential,463.44,19,245.53
767320183,residential,307.52,19,213.4
767320191,residential,303.77,19,187.54
767320192,residential,209.77,19,137.36
767320212,residential,327.27,19,192.12
767631160,residential,442.71,19,266.44
767631161,residential,336.36,19,168.96
767631164,residential,486.84,19,285.98
767631169,residential,379.62,19,248.09
768703813,residential,339.33,19,174.99
768703822,residential,420.22,19,285.54
768703832,commercial,1457.78,14,794.4
768703834,residential,370.53,19,188.4
768730150,residential,229.35,19,139.45
768730151,residential,408.13,19,224.36
768730152,residential,329.41,19,204.86
768730153,residential,296.14,19,171.83
768730154,residential,321.12,19,177.8
768730160,residential,214.45,19,111.5
768730163,residential,221.66,19,147.32
768730164,residential,458.74,19,283.72
768730165,residential,384.89,19,222.05
768730166,residential,405.78,19,218.38
768730167,residential,469.02,19,320.11
768730168,residential,387.9,19,213.76
768730175,residential,247.91,19,159.54
768730176,residential,362.37,19,204.71
768997269,residential,408.65,19,263.83
770851403,commercial,1718.04,14,1012.78
770851405,commercial,821.96,14,424.88
770851409,residential,239.26,19,154.36
771371519,residential,238.69,19,139.82
771923546,residential,360.86,19,216.3
771923551,residential,485.56,19,249.46
771923580,residential,255.06,19,127.72
771931323,residential,465.94,19,259.14
771931325,commercial,1256.84,14,800.82
771931330,residential,434.45,19,241.2
771931332,residential,411.33,19,227.78
771931350,residential,480.81,19,334.81
772203190,residential,336.82,19,171.6
772203196,residential,272.67,19,173.22
772203205,residential,236.85,19,118.64
772203208,commercial,1871.34,14,979.61
772203213,residential,287.17,19,200.6
772203214,residential,373.95,19,227.4
772203218,residential,446.47,19,266.77
772203221,residential,229.2,19,123.53
772203225,residential,351.52,19,236.98
772203234,commercial,1184.31,14,770.35
772203237,commercial,1763.57,14,1001.51
772827142,commercial,1901.15,14,993.49
772827143,residential,319.08,19,201.09
772827145,commercial,1675.68,14,1054.88
772827163,residential,442.15,19,289.21
772827165,commercial,1184.82,14,799.54
772835107,residential,345.45,19,211.55
772835108,residential,393.49,19,199.26
772836313,residential,453.2,19,284.52
772934834,commercial,1698.16,14,1166.12
772934836,commercial,1992.4,14,1175.35
772934845,residential,379.92,19,239.1
772934848,commercial,1252.78,14,632.23
772934850,commercial,1462.21,14,888.36
773145595,residential,441.12,19,253.94
773145596,residential,434.25,19,303.65
773145597,residential,426.25,19,297.89
773145599,residential,355.46,19,199.32
773145600,residential,237.52,19,139.18
773145604,residential,294.11,19,180.37
773145605,residential,278.9,19,164.29
773145606,residential,498.38,19,278.96
773145608,residential,252.18,19,162.35
773145614,residential,229.04,19,158.69
773145618,commercial,1763.8,14,978.79
773150264,residential,216.5,19,140.88
773150265,residential,354.95,19,223.23
773577272,commercial,930.1,14,550.58
773577286,residential,218.48,19,126.38
773825325,commercial,1139.83,14,690.11
773825326,residential,312.12,19,179.06
773825330,residential,421.45,19,291.73
773825332,commercial,1221.17,14,690.26
774644001,residential,339.05,19,194.99
774644015,residential,497.1,19,252.35
774649687,residential,207.12,19,112.97
774649688,residential,363.72,19,233.91
774708671,residential,245.2,19,127.83
774716172,commercial,1621.89,14,994.84
774716176,residential,375.18,19,204.89
774716177,commercial,1797.88,14,918.0
774716178,residential,277.86,19,148.71
774716179,residential,335.27,19,200.82
774716180,residential,328.03,19,190.73
774716181,residential,243.17,19,146.94
774716193,commercial,933.81,14,625.06
774719292,residential,455.95,19,306.82
774719295,residential,491.2,19,289.87
774719318,residential,236.28,19,128.57
774954556,residential,450.11,19,277.02
774954559,residential,470.65,19,249.75
774954565,commercial,1172.07,14,723.08
774962900,commercial,911.66,14,465.12
775163648,commercial,1878.83,14,1116.09
775169696,commercial,1079.55,14,613.56
775169704,commercial,1829.32,14,1045.52
775176989,residential,458.92,19,317.85
775184936,commercial,1979.97,14,1041.75
775230094,commercial,1175.36,14,800.65
775230098,commercial,1720.44,14,1042.27
775230099,residential,451.99,19,245.74
775230118,residential,396.77,19,252.82
775231226,residential,412.75,19,206.97
775444091,residential,496.47,19,281.24
775660972,residential,311.25,19,196.21
775660995,residential,365.68,19,247.27
775660996,residential,274.14,19,160.67
775664763,residential,299.92,19,171.44
775664768,commercial,1105.21,14,652.33
776784258,residential,385.3,19,258.42
776784261,residential,477.67,19,314.33
777518472,residential,388.76,19,266.41
777518473,residential,341.63,19,225.0
777518474,residential,466.16,19,262.73
777518475,commercial,1196.97,14,724.15
777518482,residential,286.7,19,171.75
777518483,residential,457.3,19,269.58
777618525,commercial,1192.35,14,729.05
777618526,commercial,1561.3,14,966.98
777638993,residential,324.1,19,185.78
777638998,commercial,957.66,14,628.31
777690245,commercial,1841.88,14,1284.55
777690246,commercial,1637.63,14,965.31
777690260,residential,498.41,19,340.23
779078402,residential,466.92,19,291.12
779282851,commercial,1348.02,14,804.9
779282852,commercial,1731.18,14,879.68
779282864,commercial,1114.19,14,734.79
779282865,residential,239.27,19,122.17
779282868,commercial,1263.4,14,682.95
779290477,residential,211.3,19,119.57
779344647,commercial,1595.61,14,829.3
779344648,residential,352.51,19,217.02
779344650,residential,408.2,19,267.68
779344652,residential,420.08,19,257.75
779344653,residential,471.42,19,277.67
779344670,commercial,1488.42,14,908.8
779346490,residential,283.21,19,150.95
779346494,commercial,989.99,14,643.57
780585928,residential,383.68,19,242.78
780585952,residential,395.76,19,262.18
780585957,residential,449.64,19,300.78
780585958,residential,273.72,19,143.6
780585966,commercial,1782.58,14,959.22
780587948,residential,305.97,19,177.0
780587949,commercial,942.82,14,522.39
780587950,residential,417.06,19,269.71
780587951,commercial,1970.43,14,1100.26
780587952,commercial,1471.5,14,820.81
780917612,commercial,1510.53,14,923.13
780983146,commercial,1275.12,14,746.55
780991607,residential,499.69,19,285.43
780991636,residential,316.23,19,159.88
780991639,residential,307.66,19,170.15
781001558,commercial,1648.05,14,1124.96
781182590,residential,370.45,19,239.54
781182593,commercial,1723.69,14,1151.59
781182601,commercial,1638.83,14,1089.56
781183660,commercial,1463.94,14,786.56
781183661,residential,468.78,19,320.18
781192778,residential,347.29,19,230.43
781192779,commercial,1685.34,14,1003.83
781192783,commercial,1065.47,14,657.76
781192787,residential,408.26,19,269.78
781192789,residential,260.09,19,152.16
781532336,commercial,1793.42,14,1100.87
781538794,residential,340.97,19,188.62
781538795,commercial,1873.96,14,1070.45
781538796,residential,388.58,19,261.46
781538806,commercial,1865.97,14,978.45
781538808,residential,492.62,19,316.93
781541654,residential,318.66,19,174.54
781541655,commercial,1649.33,14,1058.75
781541657,commercial,1574.16,14,1095.48
781541658,residential,336.47,19,215.61
781541659,commercial,1987.13,14,1107.73
781541661,commercial,1023.31,14,666.08
781541662,residential,227.25,19,131.84
781541663,commercial,1219.19,14,640.76
781543820,commercial,922.62,14,560.8
781588912,residential,429.15,19,255.4
781588913,residential,222.32,19,139.38
781588918,residential,484.43,19,294.68
781588921,commercial,826.33,14,487.28
781588933,residential,301.29,19,159.09
781588934,commercial,1177.67,14,609.02
781680953,residential,241.09,19,160.46
781680954,residential,357.2,19,198.72
781680955,residential,288.63,19,168.28
781680956,residential,261.09,19,164.93
781680962,residential,252.87,19,128.88
781680965,residential,390.42,19,215.69
781680966,residential,203.91,19,129.21
781680967,residential,386.72,19,253.75
781680968,residential,330.36,19,200.76
781680969,residential,459.02,19,305.3
781680971,residential,499.8,19,342.29
781680972,residential,378.18,19,263.02
781680973,residential,453.28,19,280.0
781680978,residential,218.17,19,110.75
781680979,residential,420.28,19,257.52
781696168,residential,380.28,19,255.34
781696171,residential,221.67,19,144.05
781696172,residential,490.58,19,266.46
781696174,residential,417.91,19,255.12
781696176,residential,269.8,19,141.38
781696178,residential,417.71,19,278.77
781696179,residential,419.0,19,224.27
781700161,commercial,1226.38,14,729.8
781700162,residential,346.0,19,228.24
