_id,connectionTime,kWhDelivered,duration_hours,siteID
sess_1014,2024-02-04T18:59:00Z,40.79,8.75,proxy_site
sess_1015,2024-03-11T16:51:00Z,14.43,6.51,proxy_site
sess_1016,2024-03-21T19:38:00Z,19.81,3.52,proxy_site
sess_1017,2024-01-15T15:41:00Z,10.01,6.71,proxy_site
sess_1018,2024-02-16T19:04:00Z,42.45,4.57,proxy_site
sess_1019,2024-02-22T19:01:00Z,48.76,9.63,proxy_site
sess_1020,2024-03-17T18:00:00Z,11.13,8.86,proxy_site
sess_1021,2024-03-30T20:33:00Z,17.05,4.34,proxy_site
sess_1022,2024-01-19T16:06:00Z,23.82,7.47,proxy_site
sess_1023,2024-03-21T16:12:00Z,7.51,7.76,proxy_site
sess_1024,2024-03-21T17:30:00Z,32.39,3.36,proxy_site
sess_1025,2024-02-03T16:59:00Z,43.45,5.63,proxy_site
sess_1026,2024-01-22T16:42:00Z,34.63,8.47,proxy_site
sess_1027,2024-02-24T17:39:00Z,15.3,9.65,proxy_site
sess_1028,2024-03-22T16:55:00Z,44.01,9.09,proxy_site
sess_1029,2024-01-30T16:04:00Z,23.75,6.76,proxy_site
sess_1030,2024-02-10T15:12:00Z,44.37,4.15,proxy_site
sess_1031,2024-03-25T16:41:00Z,30.13,3.94,proxy_site
sess_1032,2024-03-17T18:26:00Z,27.19,6.57,proxy_site
sess_1033,2024-03-12T17:37:00Z,9.77,8.5,proxy_site
sess_1034,2024-01-23T17:24:00Z,14.57,4.88,proxy_site
sess_1035,2024-01-31T19:11:00Z,40.29,2.21,proxy_site
sess_1036,2024-03-26T18:10:00Z,36.56,3.05,proxy_site
sess_1037,2024-02-06T19:00:00Z,36.72,4.69,proxy_site
sess_1038,2024-01-01T18:59:00Z,44.5,5.71,proxy_site
sess_1039,2024-03-16T17:00:00Z,23.6,9.89,proxy_site
sess_1040,2024-02-09T16:27:00Z,27.25,4.28,proxy_site
sess_1041,2024-01-09T19:48:00Z,39.88,2.91,proxy_site
sess_1042,2024-01-06T19:25:00Z,48.39,5.33,proxy_site
sess_1043,2024-03-23T21:15:00Z,22.32,7.22,proxy_site
sess_1044,2024-02-17T16:26:00Z,24.36,2.92,proxy_site
sess_1045,2024-01-19T15:44:00Z,27.93,8.53,proxy_site
sess_1046,2024-02-20T17:37:00Z,33.92,2.13,proxy_site
sess_1047,2024-01-05T14:03:00Z,46.53,6.6,proxy_site
sess_1048,2024-01-29T19:26:00Z,41.07,5.52,proxy_site
sess_1049,2024-03-11T19:52:00Z,45.73,3.03,proxy_site
sess_1050,2024-02-16T20:37:00Z,30.58,2.07,proxy_site
sess_1051,2024-03-19T16:27:00Z,35.08,6.26,proxy_site
sess_1052,2024-03-28T20:23:00Z,21.35,3.45,proxy_site
sess_1053,2024-03-16T17:25:00Z,43.22,7.21,proxy_site
sess_1054,2024-03-14T16:11:00Z,13.89,7.81,proxy_site
sess_1055,2024-03-10T15:52:00Z,16.29,5.65,proxy_site
sess_1056,2024-01-15T20:04:00Z,30.96,5.27,proxy_site
sess_1057,2024-01-27T18:20:00Z,41.65,2.73,proxy_site
sess_1058,2024-01-23T18:42:00Z,23.15,6.79,proxy_site
sess_1059,2024-01-11T20:55:00Z,46.15,6.25,proxy_site
sess_1060,2024-03-16T14:50:00Z,34.26,5.61,proxy_site
sess_1061,2024-03-12T17:20:00Z,30.84,6.51,proxy_site
sess_1062,2024-01-12T13:25:00Z,7.62,8.62,proxy_site
sess_1063,2024-01-02T18:26:00Z,12.48,3.26,proxy_site
sess_1064,2024-02-28T15:39:00Z,35.55,8.25,proxy_site
sess_1065,2024-02-05T17:51:00Z,15.38,4.36,proxy_site
sess_1066,2024-01-21T18:46:00Z,37.24,5.49,proxy_site
sess_1067,2024-03-17T18:12:00Z,8.82,7.86,proxy_site
sess_1068,2024-01-21T15:47:00Z,12.44,4.09,proxy_site
sess_1069,2024-01-20T13:41:00Z,11.43,6.33,proxy_site
sess_1070,2024-02-24T19:45:00Z,46.49,7.18,proxy_site
sess_1071,2024-01-18T16:55:00Z,30.62,3.41,proxy_site
sess_1072,2024-03-05T14:12:00Z,43.17,2.2,proxy_site
sess_1073,2024-03-29T17:38:00Z,21.4,7.72,proxy_site
sess_1074,2024-01-18T15:38:00Z,35.28,2.28,proxy_site
sess_1075,2024-02-03T17:42:00Z,9.77,5.84,proxy_site
sess_1076,2024-02-16T18:20:00Z,36.74,5.43,proxy_site
sess_1077,2024-02-29T19:02:00Z,31.32,3.61,proxy_site
sess_1078,2024-02-27T17:08:00Z,20.31,8.0,proxy_site
sess_1079,2024-02-24T20:25:00Z,21.98,4.88,proxy_site
sess_1080,2024-01-18T18:04:00Z,39.5,8.09,proxy_site
sess_1081,2024-03-16T16:45:00Z,27.03,2.97,proxy_site
sess_1082,2024-01-27T19:45:00Z,29.9,6.0,proxy_site
sess_1083,2024-01-20T20:51:00Z,20.64,2.68,proxy_site
sess_1084,2024-02-14T17:19:00Z,7.03,8.29,proxy_site
sess_1085,2024-01-27T18:12:00Z,31.97,7.82,proxy_site
sess_1086,2024-02-20T14:51:00Z,19.61,8.89,proxy_site
sess_1087,2024-03-02T16:15:00Z,10.22,8.65,proxy_site
sess_1088,2024-02-24T22:29:00Z,10.02,2.72,proxy_site
sess_1089,2024-02-26T18:56:00Z,22.2,3.8,proxy_site
sess_1090,2024-01-26T19:12:00Z,43.43,8.76,proxy_site
sess_1091,2024-02-13T17:06:00Z,34.27,9.64,proxy_site
sess_1092,2024-02-14T20:04:00Z,12.81,8.94,proxy_site
sess_1093,2024-02-01T14:45:00Z,34.32,7.93,proxy_site
sess_1094,2024-01-04T18:56:00Z,48.0,6.13,proxy_site
sess_1095,2024-02-12T20:48:00Z,46.39,3.09,proxy_site
sess_1096,2024-01-01T19:14:00Z,41.91,9.47,proxy_site
sess_1097,2024-01-03T18:23:00Z,7.08,2.33,proxy_site
sess_1098,2024-03-03T19:24:00Z,5.21,8.28,proxy_site
sess_1099,2024-02-18T17:40:00Z,5.63,9.71,proxy_site
sess_1100,2024-01-10T17:43:00Z,23.82,5.94,proxy_site
sess_1101,2024-02-29T20:17:00Z,45.05,7.36,proxy_site
sess_1102,2024-03-04T15:56:00Z,30.54,8.73,proxy_site
sess_1103,2024-02-23T17:05:00Z,9.01,9.82,proxy_site
sess_1104,2024-02-14T19:15:00Z,38.49,8.48,proxy_site
sess_1105,2024-02-07T19:10:00Z,14.57,5.84,proxy_site
sess_1106,2024-01-29T16:52:00Z,45.19,8.55,proxy_site
sess_1107,2024-01-23T19:48:00Z,8.51,5.14,proxy_site
sess_1108,2024-03-05T22:47:00Z,27.41,7.3,proxy_site
sess_1109,2024-01-02T21:32:00Z,26.97,3.95,proxy_site
sess_1110,2024-02-03T19:08:00Z,15.96,8.68,proxy_site
sess_1111,2024-01-23T15:27:00Z,33.95,6.17,proxy_site
sess_1112,2024-02-17T19:47:00Z,39.5,7.89,proxy_site
sess_1113,2024-01-10T17:50:00Z,12.38,2.78,proxy_site
sess_1114,2024-01-28T17:36:00Z,48.53,7.37,proxy_site
sess_1115,2024-03-02T19:03:00Z,12.16,6.52,proxy_site
sess_1116,2024-01-18T19:43:00Z,39.52,2.66,proxy_site
sess_1117,2024-03-19T17:42:00Z,10.78,8.55,proxy_site
sess_1118,2024-02-16T18:51:00Z,40.59,5.01,proxy_site
sess_1119,2024-03-25T20:08:00Z,44.22,7.77,proxy_site
sess_1120,2024-03-25T17:22:00Z,45.6,2.74,proxy_site
sess_1121,2024-02-19T21:14:00Z,32.5,5.8,proxy_site
sess_1122,2024-03-05T15:16:00Z,49.88,2.37,proxy_site
sess_1123,2024-01-18T17:35:00Z,15.24,6.3,proxy_site
sess_1124,2024-02-19T20:12:00Z,26.49,5.95,proxy_site
sess_1125,2024-03-17T17:11:00Z,47.51,4.51,proxy_site
sess_1126,2024-03-07T17:04:00Z,15.68,2.67,proxy_site
sess_1127,2024-02-27T16:31:00Z,21.49,3.37,proxy_site
sess_1128,2024-02-14T21:13:00Z,31.21,5.4,proxy_site
sess_1129,2024-01-05T18:54:00Z,48.34,6.95,proxy_site
sess_1130,2024-02-20T19:44:00Z,39.33,6.19,proxy_site
sess_1131,2024-02-12T17:10:00Z,29.96,7.68,proxy_site
sess_1132,2024-02-11T19:03:00Z,15.78,5.72,proxy_site
sess_1133,2024-03-15T16:21:00Z,27.21,5.83,proxy_site
sess_1134,2024-02-17T14:48:00Z,23.45,4.07,proxy_site
sess_1135,2024-01-17T16:58:00Z,12.17,8.31,proxy_site
sess_1136,2024-02-24T18:54:00Z,24.93,6.99,proxy_site
sess_1137,2024-02-11T20:03:00Z,48.02,7.65,proxy_site
sess_1138,2024-01-15T19:09:00Z,27.53,9.26,proxy_site
sess_1139,2024-01-26T18:10:00Z,29.21,8.07,proxy_site
sess_1140,2024-01-03T18:00:00Z,15.91,3.88,proxy_site
sess_1141,2024-01-21T18:15:00Z,44.85,8.94,proxy_site
sess_1142,2024-03-21T19:47:00Z,35.11,2.7,proxy_site
sess_1143,2024-01-08T18:58:00Z,34.61,7.55,proxy_site
sess_1144,2024-03-06T16:40:00Z,6.22,3.28,proxy_site
sess_1145,2024-01-30T19:38:00Z,42.89,2.09,proxy_site
sess_1146,2024-03-29T19:08:00Z,6.03,3.22,proxy_site
sess_1147,2024-01-19T18:29:00Z,34.42,8.93,proxy_site
sess_1148,2024-02-01T19:45:00Z,6.18,8.43,proxy_site
sess_1149,2024-03-15T15:05:00Z,36.67,2.26,proxy_site
sess_1150,2024-01-17T18:01:00Z,27.18,8.72,proxy_site
sess_1151,2024-02-25T16:41:00Z,49.98,3.41,proxy_site
sess_1152,2024-03-19T17:34:00Z,40.42,8.12,proxy_site
sess_1153,2024-01-17T15:28:00Z,15.72,7.58,proxy_site
sess_1154,2024-02-15T17:39:00Z,25.11,4.69,proxy_site
sess_1155,2024-01-31T19:27:00Z,42.38,6.89,proxy_site
sess_1156,2024-01-05T16:37:00Z,28.51,5.33,proxy_site
sess_1157,2024-03-15T18:14:00Z,17.91,3.77,proxy_site
sess_1158,2024-02-11T19:07:00Z,24.57,4.73,proxy_site
sess_1159,2024-01-18T18:59:00Z,30.89,6.39,proxy_site
sess_1160,2024-03-14T15:29:00Z,45.05,5.93,proxy_site
sess_1161,2024-03-26T15:09:00Z,48.85,9.88,proxy_site
sess_1162,2024-02-18T18:23:00Z,43.41,7.61,proxy_site
sess_1163,2024-03-19T20:08:00Z,31.1,4.15,proxy_site
sess_1164,2024-03-09T19:10:00Z,29.06,6.62,proxy_site
sess_1165,2024-02-09T16:27:00Z,38.64,8.03,proxy_site
sess_1166,2024-03-13T17:04:00Z,7.19,4.82,proxy_site
sess_1167,2024-03-19T15:26:00Z,34.82,5.48,proxy_site
sess_1168,2024-03-04T20:16:00Z,8.08,3.27,proxy_site
sess_1169,2024-01-04T21:48:00Z,43.78,4.62,proxy_site
sess_1170,2024-03-15T18:19:00Z,14.28,7.45,proxy_site
sess_1171,2024-02-28T18:13:00Z,11.92,5.68,proxy_site
sess_1172,2024-01-14T19:56:00Z,13.72,4.91,proxy_site
sess_1173,2024-03-02T20:57:00Z,38.67,4.56,proxy_site
sess_1174,2024-02-04T16:54:00Z,40.85,4.57,proxy_site
sess_1175,2024-02-04T14:31:00Z,25.49,4.47,proxy_site
sess_1176,2024-01-15T16:52:00Z,17.93,6.33,proxy_site
sess_1177,2024-02-15T17:25:00Z,34.95,4.06,proxy_site
sess_1178,2024-01-23T15:35:00Z,16.04,2.63,proxy_site
sess_1179,2024-03-22T19:27:00Z,18.93,5.23,proxy_site
sess_1180,2024-02-15T18:54:00Z,39.31,5.22,proxy_site
sess_1181,2024-03-21T20:50:00Z,40.99,2.08,proxy_site
sess_1182,2024-01-22T16:10:00Z,11.61,2.56,proxy_site
sess_1183,2024-01-11T19:02:00Z,26.77,5.03,proxy_site
sess_1184,2024-01-18T19:16:00Z,5.25,7.11,proxy_site
sess_1185,2024-03-08T19:53:00Z,12.08,3.83,proxy_site
sess_1186,2024-02-24T19:32:00Z,43.95,2.77,proxy_site
sess_1187,2024-01-23T17:22:00Z,6.88,8.03,proxy_site
sess_1188,2024-02-13T20:23:00Z,41.07,2.93,proxy_site
sess_1189,2024-02-17T15:08:00Z,18.07,2.25,proxy_site
sess_1190,2024-01-14T14:58:00Z,28.21,9.7,proxy_site
sess_1191,2024-01-20T17:45:00Z,40.86,2.62,proxy_site
sess_1192,2024-02-04T18:00:00Z,49.49,2.89,proxy_site
sess_1193,2024-02-24T18:39:00Z,49.5,4.8,proxy_site
sess_1194,2024-02-24T17:16:00Z,31.11,5.4,proxy_site
sess_1195,2024-02-23T19:54:00Z,40.35,6.37,proxy_site
sess_1196,2024-02-03T17:21:00Z,46.15,5.09,proxy_site
sess_1197,2024-02-13T18:35:00Z,43.37,5.56,proxy_site
sess_1198,2024-02-18T18:51:00Z,5.7,6.97,proxy_site
sess_1199,2024-01-08T18:47:00Z,33.71,9.82,proxy_site
sess_1200,2024-03-25T13:49:00Z,49.38,4.69,proxy_site
sess_1201,2024-02-04T18:59:00Z,48.02,8.85,proxy_site
sess_1202,2024-02-10T18:45:00Z,24.33,2.42,proxy_site
sess_1203,2024-03-19T15:27:00Z,8.07,7.13,proxy_site
sess_1204,2024-03-23T18:11:00Z,22.98,5.71,proxy_site
sess_1205,2024-03-13T17:34:00Z,32.63,8.71,proxy_site
sess_1206,2024-02-02T16:21:00Z,49.13,3.79,proxy_site
sess_1207,2024-01-06T17:30:00Z,40.47,5.42,proxy_site
sess_1208,2024-01-23T18:03:00Z,40.98,8.8,proxy_site
sess_1209,2024-03-11T17:41:00Z,27.65,4.65,proxy_site
sess_1210,2024-01-30T19:14:00Z,12.09,9.76,proxy_site
sess_1211,2024-03-10T18:03:00Z,27.49,4.72,proxy_site
sess_1212,2024-01-09T19:03:00Z,40.58,7.57,proxy_site
sess_1213,2024-01-02T16:41:00Z,26.69,8.48,proxy_site
sess_1214,2024-02-27T20:25:00Z,42.78,2.19,proxy_site
sess_1215,2024-02-19T13:58:00Z,42.33,2.12,proxy_site
sess_1216,2024-03-25T16:08:00Z,25.73,5.83,proxy_site
sess_1217,2024-01-08T17:10:00Z,6.79,3.46,proxy_site
sess_1218,2024-02-06T17:55:00Z,29.98,8.77,proxy_site
sess_1219,2024-01-29T19:24:00Z,35.52,7.71,proxy_site
sess_1220,2024-01-16T16:58:00Z,26.7,2.46,proxy_site
sess_1221,2024-01-21T18:48:00Z,37.51,2.97,proxy_site
sess_1222,2024-03-30T19:53:00Z,25.85,2.86,proxy_site
sess_1223,2024-02-15T20:16:00Z,31.95,5.56,proxy_site
sess_1224,2024-03-03T20:17:00Z,22.18,5.91,proxy_site
sess_1225,2024-01-22T17:56:00Z,47.37,4.14,proxy_site
sess_1226,2024-02-18T19:25:00Z,25.36,3.51,proxy_site
sess_1227,2024-03-26T15:58:00Z,17.83,6.79,proxy_site
sess_1228,2024-02-24T16:32:00Z,25.71,9.86,proxy_site
sess_1229,2024-01-10T17:20:00Z,10.21,6.76,proxy_site
sess_1230,2024-02-07T19:16:00Z,7.07,7.38,proxy_site
sess_1231,2024-01-04T20:17:00Z,47.92,7.38,proxy_site
sess_1232,2024-02-22T15:52:00Z,43.4,9.28,proxy_site
sess_1233,2024-02-19T18:52:00Z,39.22,9.5,proxy_site
sess_1234,2024-03-30T17:47:00Z,29.86,4.4,proxy_site
sess_1235,2024-01-02T23:15:00Z,39.15,4.61,proxy_site
sess_1236,2024-02-12T19:58:00Z,46.51,4.97,proxy_site
sess_1237,2024-02-10T16:19:00Z,38.69,7.57,proxy_site
sess_1238,2024-03-08T18:14:00Z,6.58,6.03,proxy_site
sess_1239,2024-03-14T11:42:00Z,19.39,7.29,proxy_site
sess_1240,2024-01-02T19:43:00Z,28.52,4.39,proxy_site
sess_1241,2024-01-21T19:04:00Z,40.09,9.57,proxy_site
sess_1242,2024-01-28T19:26:00Z,6.21,7.78,proxy_site
sess_1243,2024-01-22T18:34:00Z,32.2,2.93,proxy_site
sess_1244,2024-03-25T18:12:00Z,23.19,2.58,proxy_site
sess_1245,2024-02-10T17:24:00Z,24.32,7.01,proxy_site
sess_1246,2024-03-21T19:00:00Z,18.87,4.25,proxy_site
sess_1247,2024-01-13T17:02:00Z,41.23,3.71,proxy_site
sess_1248,2024-01-04T18:05:00Z,42.29,2.29,proxy_site
sess_1249,2024-02-08T19:01:00Z,44.52,7.19,proxy_site
sess_1250,2024-01-16T22:29:00Z,26.95,5.17,proxy_site
sess_1251,2024-03-03T15:28:00Z,27.66,3.06,proxy_site
sess_1252,2024-03-07T13:34:00Z,16.94,4.2,proxy_site
sess_1253,2024-02-05T21:39:00Z,25.48,3.77,proxy_site
sess_1254,2024-02-15T16:37:00Z,40.35,5.55,proxy_site
sess_1255,2024-02-10T21:08:00Z,44.78,3.46,proxy_site
sess_1256,2024-02-10T15:31:00Z,27.28,8.91,proxy_site
sess_1257,2024-01-14T20:47:00Z,18.97,8.59,proxy_site
sess_1258,2024-03-26T15:04:00Z,37.34,2.66,proxy_site
sess_1259,2024-01-04T19:06:00Z,5.13,2.23,proxy_site
sess_1260,2024-02-16T18:32:00Z,41.19,2.53,proxy_site
sess_1261,2024-01-27T18:46:00Z,29.14,3.25,proxy_site
sess_1262,2024-02-23T18:38:00Z,36.3,3.56,proxy_site
sess_1263,2024-02-23T15:33:00Z,5.93,8.13,proxy_site
sess_1264,2024-03-21T20:50:00Z,23.33,8.45,proxy_site
sess_1265,2024-01-17T16:43:00Z,11.04,2.71,proxy_site
sess_1266,2024-01-06T16:21:00Z,6.13,8.92,proxy_site
sess_1267,2024-03-10T19:03:00Z,42.16,3.57,proxy_site
sess_1268,2024-03-06T20:30:00Z,23.82,9.6,proxy_site
sess_1269,2024-01-15T16:36:00Z,49.42,6.57,proxy_site
sess_1270,2024-01-01T22:00:00Z,26.15,2.28,proxy_site
sess_1271,2024-01-11T16:36:00Z,7.16,7.67,proxy_site
sess_1272,2024-02-22T18:27:00Z,32.27,3.5,proxy_site
sess_1273,2024-02-16T14:06:00Z,13.6,4.35,proxy_site
sess_1274,2024-03-28T16:47:00Z,37.75,8.64,proxy_site
sess_1275,2024-02-26T15:39:00Z,46.49,4.27,proxy_site
sess_1276,2024-01-25T20:34:00Z,47.13,9.61,proxy_site
sess_1277,2024-02-27T17:05:00Z,33.03,8.91,proxy_site
sess_1278,2024-01-04T17:41:00Z,22.38,2.44,proxy_site
sess_1279,2024-02-13T20:23:00Z,20.85,3.72,proxy_site
sess_1280,2024-03-01T16:30:00Z,10.78,3.8,proxy_site
sess_1281,2024-02-02T18:38:00Z,43.66,5.3,proxy_site
sess_1282,2024-03-25T19:05:00Z,13.56,6.41,proxy_site
sess_1283,2024-03-10T19:57:00Z,33.79,4.52,proxy_site
sess_1284,2024-03-29T17:51:00Z,44.84,3.17,proxy_site
sess_1285,2024-03-10T18:15:00Z,10.16,2.39,proxy_site
sess_1286,2024-03-20T17:13:00Z,37.33,4.76,proxy_site
sess_1287,2024-02-19T17:12:00Z,6.06,6.76,proxy_site
sess_1288,2024-02-16T19:59:00Z,36.45,3.16,proxy_site
sess_1289,2024-02-27T17:16:00Z,34.48,8.7,proxy_site
sess_1290,2024-01-17T18:33:00Z,24.05,3.38,proxy_site
sess_1291,2024-03-04T19:15:00Z,26.08,8.21,proxy_site
sess_1292,2024-02-17T14:50:00Z,39.44,9.65,proxy_site
sess_1293,2024-03-07T18:21:00Z,40.31,4.37,proxy_site
sess_1294,2024-03-03T20:10:00Z,15.98,8.34,proxy_site
sess_1295,2024-03-27T19:21:00Z,10.35,8.9,proxy_site
sess_1296,2024-03-16T19:26:00Z,20.88,6.71,proxy_site
sess_1297,2024-03-12T16:42:00Z,29.21,4.2,proxy_site
sess_1298,2024-02-02T15:59:00Z,32.85,6.64,proxy_site
sess_1299,2024-01-06T19:38:00Z,9.99,5.95,proxy_site
sess_1300,2024-03-02T20:45:00Z,28.91,6.52,proxy_site
sess_1301,2024-03-09T18:42:00Z,13.47,9.74,proxy_site
sess_1302,2024-01-01T18:37:00Z,14.72,6.57,proxy_site
sess_1303,2024-03-07T15:12:00Z,17.39,5.21,proxy_site
sess_1304,2024-03-23T14:53:00Z,28.79,5.87,proxy_site
sess_1305,2024-02-25T19:17:00Z,22.76,9.57,proxy_site
sess_1306,2024-03-01T16:02:00Z,31.22,5.35,proxy_site
sess_1307,2024-01-22T17:47:00Z,10.45,4.1,proxy_site
sess_1308,2024-01-06T17:17:00Z,24.32,7.77,proxy_site
sess_1309,2024-03-15T19:56:00Z,30.5,3.59,proxy_site
sess_1310,2024-03-09T16:14:00Z,39.91,5.53,proxy_site
sess_1311,2024-03-25T15:20:00Z,24.04,4.8,proxy_site
sess_1312,2024-01-25T19:15:00Z,8.9,5.6,proxy_site
sess_1313,2024-01-01T19:34:00Z,17.4,7.81,proxy_site
sess_1314,2024-02-28T14:24:00Z,17.23,8.8,proxy_site
sess_1315,2024-02-05T19:21:00Z,26.47,9.47,proxy_site
sess_1316,2024-01-25T22:37:00Z,39.88,8.78,proxy_site
sess_1317,2024-02-14T19:43:00Z,41.33,9.85,proxy_site
sess_1318,2024-01-24T17:32:00Z,39.59,9.69,proxy_site
sess_1319,2024-02-28T19:47:00Z,24.89,3.27,proxy_site
sess_1320,2024-03-20T17:38:00Z,18.5,9.27,proxy_site
sess_1321,2024-01-20T19:24:00Z,45.76,7.51,proxy_site
sess_1322,2024-03-30T17:12:00Z,9.05,9.55,proxy_site
sess_1323,2024-02-02T12:58:00Z,35.09,6.26,proxy_site
sess_1324,2024-02-02T17:27:00Z,33.94,3.51,proxy_site
sess_1325,2024-03-23T15:54:00Z,16.45,3.76,proxy_site
sess_1326,2024-03-30T14:54:00Z,7.08,8.23,proxy_site
sess_1327,2024-01-07T18:55:00Z,44.2,2.17,proxy_site
sess_1328,2024-01-17T14:27:00Z,6.97,2.65,proxy_site
sess_1329,2024-01-02T20:50:00Z,13.2,3.85,proxy_site
sess_1330,2024-03-17T20:59:00Z,40.57,5.22,proxy_site
sess_1331,2024-03-24T17:16:00Z,15.51,3.79,proxy_site
sess_1332,2024-02-08T19:33:00Z,17.67,3.01,proxy_site
sess_1333,2024-02-13T19:00:00Z,30.58,5.99,proxy_site
sess_1334,2024-01-26T17:49:00Z,29.99,3.42,proxy_site
sess_1335,2024-03-30T18:23:00Z,18.34,3.27,proxy_site
sess_1336,2024-02-18T16:19:00Z,10.67,2.74,proxy_site
sess_1337,2024-03-26T19:59:00Z,39.05,7.45,proxy_site
sess_1338,2024-02-25T15:30:00Z,40.89,6.36,proxy_site
sess_1339,2024-01-02T17:35:00Z,44.87,3.98,proxy_site
sess_1340,2024-02-22T19:39:00Z,21.85,8.26,proxy_site
sess_1341,2024-03-24T17:34:00Z,34.15,2.35,proxy_site
sess_1342,2024-02-25T18:26:00Z,34.56,7.67,proxy_site
sess_1343,2024-02-10T19:47:00Z,29.83,7.22,proxy_site
sess_1344,2024-02-10T20:39:00Z,45.2,7.27,proxy_site
sess_1345,2024-02-12T16:43:00Z,11.07,3.59,proxy_site
sess_1346,2024-03-04T15:44:00Z,9.67,4.94,proxy_site
sess_1347,2024-01-22T17:35:00Z,14.77,9.88,proxy_site
sess_1348,2024-02-01T19:20:00Z,37.9,6.7,proxy_site
sess_1349,2024-03-08T17:11:00Z,21.23,3.82,proxy_site
sess_1350,2024-01-15T19:14:00Z,27.79,8.87,proxy_site
sess_1351,2024-03-07T16:46:00Z,33.54,5.24,proxy_site
sess_1352,2024-03-01T20:09:00Z,18.55,2.94,proxy_site
sess_1353,2024-03-04T15:52:00Z,27.53,6.53,proxy_site
sess_1354,2024-02-05T23:15:00Z,42.83,10.0,proxy_site
sess_1355,2024-03-26T18:01:00Z,18.99,5.29,proxy_site
sess_1356,2024-03-18T21:04:00Z,36.95,6.99,proxy_site
sess_1357,2024-01-07T15:03:00Z,5.24,4.41,proxy_site
sess_1358,2024-03-03T17:45:00Z,6.75,4.17,proxy_site
sess_1359,2024-01-04T19:07:00Z,30.82,8.62,proxy_site
sess_1360,2024-03-19T15:45:00Z,43.54,2.66,proxy_site
sess_1361,2024-03-17T14:19:00Z,32.31,4.18,proxy_site
sess_1362,2024-03-20T16:48:00Z,18.49,8.29,proxy_site
sess_1363,2024-03-30T14:14:00Z,32.19,5.78,proxy_site
sess_1364,2024-01-07T17:57:00Z,31.79,9.87,proxy_site
sess_1365,2024-03-21T19:53:00Z,10.35,6.05,proxy_site
sess_1366,2024-03-21T15:26:00Z,24.36,3.47,proxy_site
sess_1367,2024-03-07T15:58:00Z,18.03,6.23,proxy_site
sess_1368,2024-01-27T21:13:00Z,41.07,6.79,proxy_site
sess_1369,2024-02-22T13:13:00Z,37.36,4.74,proxy_site
sess_1370,2024-03-02T18:54:00Z,29.0,2.93,proxy_site
sess_1371,2024-01-29T19:15:00Z,12.07,7.49,proxy_site
sess_1372,2024-01-20T22:34:00Z,47.55,3.14,proxy_site
sess_1373,2024-03-07T16:55:00Z,16.89,2.58,proxy_site
sess_1374,2024-03-25T14:01:00Z,34.93,3.92,proxy_site
sess_1375,2024-02-08T18:45:00Z,6.15,2.57,proxy_site
sess_1376,2024-03-17T21:13:00Z,36.5,7.48,proxy_site
sess_1377,2024-01-19T19:26:00Z,15.41,6.14,proxy_site
sess_1378,2024-02-05T18:25:00Z,21.9,9.39,proxy_site
sess_1379,2024-03-15T19:54:00Z,36.09,7.17,proxy_site
sess_1380,2024-02-21T18:40:00Z,7.9,7.44,proxy_site
sess_1381,2024-03-27T17:47:00Z,25.08,4.37,proxy_site
sess_1382,2024-01-20T18:53:00Z,10.32,5.89,proxy_site
sess_1383,2024-02-09T18:40:00Z,5.37,6.94,proxy_site
sess_1384,2024-02-09T20:09:00Z,36.06,6.28,proxy_site
sess_1385,2024-03-26T17:52:00Z,12.95,9.68,proxy_site
sess_1386,2024-03-15T16:41:00Z,43.61,9.1,proxy_site
sess_1387,2024-03-28T21:29:00Z,12.15,3.48,proxy_site
sess_1388,2024-03-07T19:33:00Z,20.63,3.24,proxy_site
sess_1389,2024-03-09T17:47:00Z,45.57,6.74,proxy_site
sess_1390,2024-03-08T22:34:00Z,30.68,4.17,proxy_site
sess_1391,2024-02-23T16:56:00Z,47.83,4.99,proxy_site
sess_1392,2024-01-31T13:22:00Z,48.3,8.56,proxy_site
sess_1393,2024-02-25T21:03:00Z,13.93,7.72,proxy_site
sess_1394,2024-01-13T21:24:00Z,34.37,5.49,proxy_site
sess_1395,2024-03-15T19:07:00Z,38.64,3.91,proxy_site
sess_1396,2024-03-13T19:37:00Z,18.4,3.13,proxy_site
sess_1397,2024-02-05T17:45:00Z,46.33,9.47,proxy_site
sess_1398,2024-03-01T16:51:00Z,39.99,9.83,proxy_site
sess_1399,2024-01-08T17:24:00Z,17.24,5.29,proxy_site
sess_1400,2024-01-05T15:32:00Z,41.58,3.59,proxy_site
sess_1401,2024-01-04T19:21:00Z,33.61,9.55,proxy_site
sess_1402,2024-01-27T21:34:00Z,22.47,7.01,proxy_site
sess_1403,2024-03-20T22:20:00Z,33.34,5.2,proxy_site
sess_1404,2024-01-12T17:22:00Z,20.0,6.75,proxy_site
sess_1405,2024-01-01T19:04:00Z,30.71,2.04,proxy_site
sess_1406,2024-03-03T20:47:00Z,31.43,3.28,proxy_site
sess_1407,2024-03-10T16:44:00Z,47.7,8.48,proxy_site
sess_1408,2024-01-08T18:25:00Z,30.33,5.63,proxy_site
sess_1409,2024-02-04T16:21:00Z,7.16,8.47,proxy_site
sess_1410,2024-01-07T15:53:00Z,21.83,2.73,proxy_site
sess_1411,2024-01-27T18:50:00Z,49.67,9.87,proxy_site
sess_1412,2024-01-07T16:31:00Z,7.98,3.69,proxy_site
